time_index,session_id,voltage,current,energy_kwh,status,label
9,S4,231.1,10.2,0.00657,charging,normal
10,S4,229.9,10.3,0.00723,charging,normal
11,S4,230.8,10.6,0.00791,charging,normal
12,S4,231.3,9.7,0.00853,charging,normal
13,S4,230.9,10.3,0.00919,charging,normal
14,S4,231.4,10.5,0.00986,charging,normal
15,S4,230.0,10.5,0.01054,charging,normal
16,S4,230.4,10.5,0.01121,charging,normal
17,S4,231.5,10.7,0.0119,charging,normal
18,S4,230.2,9.9,0.01253,charging,normal
19,S4,231.4,10.2,0.01318,charging,normal
20,S4,231.1,10.7,0.01387,charging,normal
21,S4,230.6,10.1,0.01452,charging,normal
22,S4,230.9,9.9,0.01515,charging,normal
23,S4,230.3,10.3,0.01581,charging,normal
24,S4,230.2,9.8,0.01644,charging,normal
25,S4,230.0,10.4,0.0171,charging,normal
26,S4,231.4,10.0,0.01775,charging,normal
27,S4,231.3,10.3,0.01841,charging,normal
28,S4,230.7,9.8,0.01904,charging,normal
29,S4,230.1,10.7,0.01972,finished,normal
0,S5,231.0,9.8,0.00063,charging,normal
1,S5,230.7,10.2,0.00128,charging,normal
2,S5,230.2,10.7,0.00197,charging,normal
3,S5,229.9,10.0,0.00261,charging,normal
4,S5,230.4,10.4,0.00327,charging,normal
5,S5,230.0,9.8,0.0039,charging,normal
6,S5,230.5,9.9,0.00453,charging,normal
7,S5,229.8,10.4,0.00519,charging,normal
8,S5,229.6,10.3,0.00585,charging,normal
9,S5,231.0,10.7,0.00654,charging,normal
10,S5,229.7,10.3,0.0072,charging,normal
11,S5,229.9,9.8,0.00782,charging,normal
12,S5,230.9,10.4,0.00849,charging,normal
13,S5,230.8,9.8,0.00912,charging,normal
14,S5,230.6,9.9,0.00975,charging,normal
15,S5,230.0,10.2,0.0104,charging,normal
16,S5,230.3,10.4,0.01107,charging,normal
17,S5,231.3,10.1,0.01172,charging,normal
18,S5,229.6,10.7,0.0124,charging,normal
19,S5,230.6,10.6,0.01308,charging,normal
20,S5,230.6,10.4,0.01374,charging,normal
21,S5,229.4,9.8,0.01437,charging,normal
22,S5,229.8,9.9,0.015,charging,normal
23,S5,229.5,10.3,0.01566,charging,normal
24,S5,231.1,10.4,0.01632,charging,normal
25,S5,230.6,10.6,0.017,charging,normal
26,S5,230.4,9.8,0.01763,charging,normal
27,S5,229.8,10.0,0.01827,charging,normal
28,S5,230.2,10.8,0.01896,charging,normal
29,S5,231.4,10.1,0.01961,finished,normal
0,S6,232.8,10.8,0.0007,charging,fraud
1,S6,233.6,10.2,0.00136,charging,fraud
2,S6,231.8,10.2,0.00202,charging,fraud
3,S6,232.7,10.1,0.00267,charging,fraud
4,S6,233.7,10.4,0.00335,charging,fraud
5,S6,233.1,10.8,0.00404,charging,fraud
6,S6,233.2,10.5,0.00472,charging,fraud
7,S6,232.6,10.5,0.0054,charging,fraud
8,S6,232.3,10.5,0.00608,charging,fraud
9,S6,233.8,10.5,0.00676,charging,fraud
10,S6,286.4,10.2,0.00757,charging,fraud
11,S6,274.3,10.8,0.0084,charging,fraud
12,S6,270.2,10.4,0.00918,charging,fraud
13,S6,280.3,10.8,0.01002,charging,fraud
14,S6,277.6,10.2,0.0108,charging,fraud
15,S6,232.0,10.5,0.01148,charging,fraud
16,S6,232.9,10.6,0.01217,charging,fraud
17,S6,232.1,10.8,0.01286,charging,fraud
18,S6,233.2,10.1,0.01352,charging,fraud
19,S6,233.8,10.4,0.01419,charging,fraud
20,S6,232.3,10.1,0.01484,charging,fraud
21,S6,233.3,10.2,0.01551,charging,fraud
22,S6,231.9,10.2,0.01616,charging,fraud
23,S6,233.2,10.2,0.01682,charging,fraud
24,S6,233.2,10.4,0.0175,charging,fraud
25,S6,233.4,10.0,0.01815,charging,fraud
26,S6,233.1,10.1,0.0188,charging,fraud
27,S6,232.8,10.0,0.01945,charging,fraud
28,S6,233.1,10.7,0.02014,charging,fraud
29,S6,232.9,10.1,0.02079,finished,fraud
0,S7,228.3,8.5,0.00054,charging,normal
1,S7,227.7,8.6,0.00108,charging,normal
2,S7,227.6,8.7,0.00163,charging,normal
3,S7,228.3,9.0,0.0022,charging,normal
4,S7,227.0,9.4,0.0028,charging,normal
5,S7,227.6,9.3,0.00338,charging,normal
6,S7,227.4,9.4,0.00398,charging,normal
7,S7,226.5,9.2,0.00456,charging,normal
8,S7,226.4,9.3,0.00514,charging,normal
9,S7,227.8,9.2,0.00572,charging,normal
10,S7,228.1,9.3,0.00631,charging,normal
11,S7,226.7,9.4,0.00691,charging,normal
12,S7,227.4,9.0,0.00747,charging,normal
13,S7,226.6,9.0,0.00804,charging,normal
14,S7,226.8,9.1,0.00861,charging,normal
15,S7,227.4,8.9,0.00918,charging,normal
16,S7,227.7,8.6,0.00972,charging,normal
17,S7,226.5,9.0,0.01029,charging,normal
18,S7,227.7,9.2,0.01087,charging,normal
19,S7,227.5,9.4,0.01146,charging,normal
20,S7,227.4,9.3,0.01205,charging,normal
21,S7,227.0,9.0,0.01262,charging,normal
22,S7,226.7,9.0,0.01318,charging,normal
23,S7,226.5,9.1,0.01376,charging,normal
24,S7,226.4,9.3,0.01434,charging,normal
25,S7,227.4,9.4,0.01493,charging,normal
26,S7,226.4,9.3,0.01552,charging,normal
27,S7,227.1,9.2,0.0161,charging,normal
28,S7,226.4,8.6,0.01664,charging,normal
29,S7,227.2,8.8,0.0172,finished,normal
0,S8,229.6,10.5,0.00067,charging,normal
1,S8,231.5,10.8,0.00136,charging,normal
2,S8,230.1,10.5,0.00204,charging,normal
3,S8,229.9,10.8,0.00272,charging,normal
4,S8,230.6,10.9,0.00342,charging,normal
5,S8,230.3,11.0,0.00413,charging,normal
6,S8,231.1,10.4,0.00479,charging,normal
7,S8,230.1,11.0,0.0055,charging,normal
8,S8,231.3,10.9,0.0062,charging,normal
9,S8,231.1,10.9,0.0069,charging,normal
10,S8,231.2,10.9,0.0076,charging,normal
11,S8,230.0,10.4,0.00826,charging,normal
12,S8,230.7,11.1,0.00897,charging,normal
13,S8,230.6,11.2,0.00969,charging,normal
14,S8,230.9,11.2,0.01041,charging,normal
15,S8,230.7,10.5,0.01108,charging,normal
16,S8,230.9,10.7,0.01177,charging,normal
17,S8,230.6,11.1,0.01248,charging,normal
18,S8,229.8,10.6,0.01316,charging,normal
19,S8,230.0,11.4,0.01388,charging,normal
20,S8,230.2,10.8,0.01457,charging,normal
21,S8,231.1,11.3,0.0153,charging,normal
22,S8,230.6,10.7,0.01599,charging,normal
23,S8,230.1,11.4,0.01671,charging,normal
24,S8,230.4,10.7,0.0174,charging,normal
25,S8,230.0,11.0,0.0181,charging,normal
26,S8,231.2,11.0,0.01881,charging,normal
27,S8,230.3,11.0,0.01951,charging,normal
28,S8,230.0,11.3,0.02023,charging,normal
29,S8,231.2,10.6,0.02091,finished,normal
0,S9,231.3,10.4,0.00067,charging,normal
1,S9,232.5,10.7,0.00136,charging,normal
2,S9,231.7,11.1,0.00207,charging,normal
3,S9,231.0,10.8,0.00277,charging,normal
4,S9,232.1,11.2,0.00349,charging,normal
5,S9,231.7,10.3,0.00415,charging,normal
6,S9,231.0,11.1,0.00486,charging,normal
7,S9,231.6,11.1,0.00558,charging,normal
8,S9,232.3,10.9,0.00628,charging,normal
9,S9,232.4,10.4,0.00695,charging,normal
10,S9,232.5,10.5,0.00763,charging,normal
11,S9,232.4,11.2,0.00835,charging,normal
12,S9,230.8,10.3,0.00901,charging,normal
13,S9,230.9,11.0,0.00972,charging,normal
14,S9,232.2,10.5,0.0104,charging,normal
15,S9,231.3,10.6,0.01108,charging,normal
16,S9,230.6,10.5,0.01175,charging,normal
17,S9,232.3,10.8,0.01245,charging,normal
18,S9,230.6,11.1,0.01316,charging,normal
19,S9,231.1,11.0,0.01386,charging,normal
20,S9,231.9,10.6,0.01455,charging,normal
21,S9,232.3,11.1,0.01526,charging,normal
22,S9,231.4,11.2,0.01598,charging,normal
23,S9,231.4,10.5,0.01666,charging,normal
24,S9,232.0,10.6,0.01734,charging,normal
25,S9,232.3,10.5,0.01802,charging,normal
26,S9,231.9,10.8,0.01871,charging,normal
27,S9,231.4,10.8,0.01941,charging,normal
28,S9,231.8,10.4,0.02008,charging,normal
29,S9,230.6,10.5,0.02075,finished,normal
0,S10,226.9,9.6,0.00061,charging,normal
1,S10,227.0,9.8,0.00122,charging,normal
2,S10,227.1,9.1,0.0018,charging,normal
3,S10,228.5,9.3,0.00239,charging,normal
4,S10,228.3,9.4,0.00298,charging,normal
5,S10,227.1,9.0,0.00355,charging,normal
6,S10,227.9,9.7,0.00417,charging,normal
7,S10,228.1,9.8,0.00479,charging,normal
8,S10,228.4,9.1,0.00536,charging,normal
9,S10,228.6,9.0,0.00594,charging,normal
10,S10,228.4,9.8,0.00656,charging,normal
11,S10,228.1,9.8,0.00718,charging,normal
12,S10,226.8,9.2,0.00776,charging,normal
13,S10,227.7,9.2,0.00834,charging,normal
14,S10,227.9,9.8,0.00896,charging,normal
15,S10,227.4,9.3,0.00955,charging,normal
16,S10,227.0,9.0,0.01011,charging,normal
17,S10,226.8,9.7,0.01073,charging,normal
18,S10,227.7,9.4,0.01132,charging,normal
19,S10,228.5,9.2,0.0119,charging,normal
20,S10,227.3,9.0,0.01247,charging,normal
21,S10,228.0,9.1,0.01305,charging,normal
22,S10,227.3,9.4,0.01364,charging,normal
23,S10,227.3,9.1,0.01422,charging,normal
24,S10,227.3,9.2,0.0148,charging,normal
25,S10,227.1,9.4,0.01539,charging,normal
26,S10,227.3,9.4,0.01598,charging,normal
27,S10,226.9,9.3,0.01657,charging,normal
28,S10,227.3,9.7,0.01718,charging,normal
29,S10,227.4,9.6,0.01779,finished,normal
0,S11,231.7,10.2,0.00066,charging,normal
1,S11,230.5,10.1,0.0013,charging,normal
2,S11,231.4,10.6,0.00198,charging,normal
3,S11,230.7,10.3,0.00264,charging,normal
4,S11,231.1,10.1,0.00329,charging,normal
5,S11,231.4,9.9,0.00393,charging,normal
6,S11,230.3,10.4,0.00459,charging,normal
7,S11,230.5,9.6,0.00521,charging,normal
8,S11,230.9,9.8,0.00584,charging,normal
9,S11,230.5,9.9,0.00647,charging,normal
10,S11,230.7,9.7,0.00709,charging,normal
11,S11,231.0,10.4,0.00776,charging,normal
12,S11,229.9,9.7,0.00838,charging,normal
13,S11,230.8,10.3,0.00904,charging,normal
14,S11,231.6,10.4,0.00971,charging,normal
15,S11,229.7,10.3,0.01037,charging,normal
16,S11,230.4,9.8,0.01099,charging,normal
17,S11,231.4,10.3,0.01166,charging,normal
18,S11,230.1,10.0,0.0123,charging,normal
19,S11,231.3,9.8,0.01292,charging,normal
20,S11,231.6,10.4,0.01359,charging,normal
21,S11,230.9,10.3,0.01425,charging,normal
22,S11,230.6,10.2,0.01491,charging,normal
23,S11,230.0,10.0,0.01555,charging,normal
24,S11,231.2,10.4,0.01621,charging,normal
25,S11,230.7,9.6,0.01683,charging,normal
26,S11,231.4,9.6,0.01745,charging,normal
27,S11,230.6,10.4,0.01811,charging,normal
28,S11,230.2,9.9,0.01875,charging,normal
29,S11,230.1,10.1,0.01939,finished,normal
0,S12,228.4,9.4,0.0006,charging,normal
1,S12,227.4,9.6,0.0012,charging,normal
2,S12,228.6,8.7,0.00176,charging,normal
3,S12,228.4,8.7,0.00231,charging,normal
4,S12,228.1,9.5,0.00291,charging,normal
5,S12,227.8,8.7,0.00346,charging,normal
6,S12,228.6,9.4,0.00406,charging,normal
7,S12,229.1,8.9,0.00462,charging,normal
8,S12,228.7,8.8,0.00518,charging,normal
9,S12,228.4,9.2,0.00577,charging,normal
10,S12,229.0,9.5,0.00637,charging,normal
11,S12,227.9,9.2,0.00695,charging,normal
12,S12,228.4,9.2,0.00754,charging,normal
13,S12,227.2,8.9,0.0081,charging,normal
14,S12,228.5,9.6,0.00871,charging,normal
15,S12,227.9,9.0,0.00928,charging,normal
16,S12,228.9,8.8,0.00984,charging,normal
17,S12,228.8,9.2,0.01042,charging,normal
18,S12,228.9,8.9,0.01099,charging,normal
19,S12,228.1,8.9,0.01155,charging,normal
20,S12,227.6,9.0,0.01212,charging,normal
21,S12,227.4,9.0,0.01269,charging,normal
22,S12,227.7,9.2,0.01327,charging,normal
23,S12,228.9,9.3,0.01386,charging,normal
24,S12,227.3,9.6,0.01447,charging,normal
25,S12,227.6,8.7,0.01502,charging,normal
26,S12,228.1,9.5,0.01562,charging,normal
27,S12,228.1,9.2,0.0162,charging,normal
28,S12,227.3,9.0,0.01677,charging,normal
29,S12,227.5,9.1,0.01735,finished,normal
0,S13,227.4,9.0,0.00057,charging,normal
1,S13,227.7,9.0,0.00114,charging,normal
2,S13,227.8,9.8,0.00176,charging,normal
3,S13,228.7,9.4,0.00236,charging,normal
4,S13,227.6,9.0,0.00292,charging,normal
5,S13,227.1,9.3,0.00351,charging,normal
6,S13,227.6,9.2,0.00409,charging,normal
7,S13,227.5,8.9,0.00465,charging,normal
8,S13,228.5,9.3,0.00525,charging,normal
9,S13,227.0,9.8,0.00586,charging,normal
10,S13,228.8,8.9,0.00643,charging,normal
11,S13,227.5,9.4,0.00702,charging,normal
12,S13,228.0,9.0,0.00759,charging,normal
13,S13,227.6,9.3,0.00818,charging,normal
14,S13,227.3,9.6,0.00879,charging,normal
15,S13,227.8,9.5,0.00939,charging,normal
16,S13,227.6,9.3,0.00998,charging,normal
17,S13,228.7,9.7,0.01059,charging,normal
18,S13,227.2,9.5,0.01119,charging,normal
19,S13,228.2,9.5,0.01179,charging,normal
20,S13,227.9,9.2,0.01238,charging,normal
21,S13,227.5,9.1,0.01295,charging,normal
22,S13,227.9,9.4,0.01355,charging,normal
23,S13,228.4,9.2,0.01413,charging,normal
24,S13,227.6,9.0,0.0147,charging,normal
25,S13,228.6,8.8,0.01526,charging,normal
26,S13,228.0,9.3,0.01585,charging,normal
27,S13,228.2,9.8,0.01647,charging,normal
28,S13,227.7,8.9,0.01703,charging,normal
29,S13,227.6,9.7,0.01764,finished,normal
0,S14,229.5,10.7,0.00068,charging,normal
1,S14,230.9,10.8,0.00137,charging,normal
2,S14,229.7,10.8,0.00206,charging,normal
3,S14,230.9,11.4,0.0028,charging,normal
4,S14,230.0,11.3,0.00352,charging,normal
5,S14,229.8,10.5,0.00419,charging,normal
6,S14,230.2,11.1,0.0049,charging,normal
7,S14,229.5,10.8,0.00559,charging,normal
8,S14,230.7,10.9,0.00628,charging,normal
9,S14,229.5,10.8,0.00697,charging,normal
10,S14,230.5,11.1,0.00768,charging,normal
11,S14,230.3,10.6,0.00836,charging,normal
12,S14,229.5,11.0,0.00906,charging,normal
13,S14,229.9,10.6,0.00974,charging,normal
14,S14,230.9,11.3,0.01046,charging,normal
15,S14,230.3,11.1,0.01117,charging,normal
16,S14,229.9,11.4,0.0119,charging,normal
17,S14,229.3,10.8,0.01259,charging,normal
18,S14,230.3,11.2,0.01331,charging,normal
19,S14,230.8,11.2,0.01402,charging,normal
20,S14,230.7,10.9,0.01472,charging,normal
21,S14,230.4,10.7,0.01541,charging,normal
22,S14,229.4,10.6,0.01608,charging,normal
23,S14,229.9,11.0,0.01679,charging,normal
24,S14,229.6,11.0,0.01749,charging,normal
25,S14,230.8,11.1,0.0182,charging,normal
26,S14,229.1,10.9,0.01889,charging,normal
27,S14,230.8,11.5,0.01963,charging,normal
28,S14,231.0,11.0,0.02034,charging,normal
29,S14,229.8,11.3,0.02106,finished,normal
0,S15,231.9,9.1,0.00059,charging,normal
1,S15,232.1,9.2,0.00118,charging,normal
2,S15,232.9,8.6,0.00174,charging,normal
3,S15,231.3,9.1,0.00232,charging,normal
4,S15,232.9,9.3,0.00292,charging,normal
5,S15,231.2,8.9,0.00349,charging,normal
6,S15,232.7,9.2,0.00409,charging,normal
7,S15,231.2,9.5,0.0047,charging,normal
8,S15,231.6,9.0,0.00528,charging,normal
9,S15,232.6,8.7,0.00584,charging,normal
10,S15,231.5,8.7,0.0064,charging,normal
11,S15,231.8,8.6,0.00695,charging,normal
12,S15,233.0,8.9,0.00753,charging,normal
13,S15,232.5,9.3,0.00813,charging,normal
14,S15,231.9,9.0,0.00871,charging,normal
15,S15,232.7,9.3,0.00931,charging,normal
16,S15,233.1,9.4,0.00992,charging,normal
17,S15,232.2,8.9,0.01049,charging,normal
18,S15,232.9,9.5,0.01111,charging,normal
19,S15,232.9,9.3,0.01171,charging,normal
20,S15,232.3,8.8,0.01228,charging,normal
21,S15,232.5,8.6,0.01283,charging,normal
22,S15,232.0,8.6,0.01339,charging,normal
23,S15,232.7,8.9,0.01396,charging,normal
24,S15,232.8,9.3,0.01456,charging,normal
25,S15,232.1,8.6,0.01512,charging,normal
26,S15,232.6,8.9,0.01569,charging,normal
27,S15,231.6,8.9,0.01627,charging,normal
28,S15,232.7,8.9,0.01684,charging,normal
29,S15,233.0,9.3,0.01744,finished,normal
0,S16,228.1,9.5,0.0006,charging,fraud
1,S16,227.2,9.8,0.00122,charging,fraud
2,S16,227.9,9.4,0.00182,charging,fraud
3,S16,228.4,9.3,0.00241,charging,fraud
4,S16,227.4,8.9,0.00297,charging,fraud
5,S16,227.1,9.8,0.00359,charging,fraud
6,S16,227.2,9.5,0.00419,charging,fraud
7,S16,228.3,9.6,0.00479,charging,fraud
8,S16,228.4,9.5,0.0054,charging,fraud
9,S16,228.6,8.9,0.00596,charging,fraud
10,S16,227.4,60.0,0.00975,charging,fraud
11,S16,228.7,56.6,0.01335,charging,fraud
12,S16,226.8,55.5,0.01684,charging,fraud
13,S16,227.7,61.1,0.02071,charging,fraud
14,S16,227.9,57.6,0.02436,charging,fraud
15,S16,226.8,8.9,0.02492,charging,fraud
16,S16,226.7,9.3,0.0255,charging,fraud
17,S16,227.2,9.1,0.02608,charging,fraud
18,S16,227.8,9.3,0.02666,charging,fraud
19,S16,228.5,9.8,0.02729,charging,fraud
20,S16,228.3,9.3,0.02788,charging,fraud
21,S16,227.9,9.4,0.02847,charging,fraud
22,S16,228.1,9.1,0.02905,charging,fraud
23,S16,228.3,9.6,0.02966,charging,fraud
24,S16,227.1,9.6,0.03026,charging,fraud
25,S16,226.9,9.4,0.03085,charging,fraud
26,S16,227.1,9.7,0.03147,charging,fraud
27,S16,228.1,9.2,0.03205,charging,fraud
28,S16,227.6,9.7,0.03266,charging,fraud
29,S16,228.5,9.0,0.03323,finished,fraud
0,S17,229.4,10.3,0.00066,charging,normal
1,S17,230.2,10.4,0.00132,charging,normal
2,S17,229.8,10.6,0.002,charging,normal
3,S17,229.4,10.2,0.00265,charging,normal
4,S17,231.1,10.1,0.0033,charging,normal
5,S17,229.3,10.0,0.00393,charging,normal
6,S17,229.7,10.7,0.00462,charging,normal
7,S17,229.9,10.6,0.00529,charging,normal
8,S17,230.2,10.0,0.00593,charging,normal
9,S17,230.1,10.6,0.00661,charging,normal
10,S17,231.0,10.7,0.0073,charging,normal
11,S17,230.5,10.8,0.00799,charging,normal
12,S17,230.9,10.6,0.00867,charging,normal
13,S17,229.8,10.3,0.00933,charging,normal
14,S17,230.9,10.8,0.01002,charging,normal
15,S17,231.1,10.6,0.0107,charging,normal
16,S17,229.2,10.9,0.01139,charging,normal
17,S17,231.2,10.1,0.01204,charging,normal
18,S17,229.4,10.0,0.01268,charging,normal
19,S17,230.3,10.3,0.01334,charging,normal
20,S17,229.5,10.2,0.01399,charging,normal
21,S17,231.0,10.8,0.01468,charging,normal
22,S17,231.1,10.7,0.01537,charging,normal
23,S17,230.6,10.5,0.01604,charging,normal
24,S17,229.8,10.2,0.01669,charging,normal
25,S17,230.8,10.8,0.01738,charging,normal
26,S17,229.9,10.2,0.01803,charging,normal
27,S17,229.5,10.5,0.0187,charging,normal
28,S17,230.8,10.4,0.01937,charging,normal
29,S17,231.0,10.6,0.02005,finished,normal
0,S18,230.7,10.0,0.00064,charging,normal
1,S18,231.3,9.8,0.00127,charging,normal
2,S18,229.7,9.8,0.0019,charging,normal
3,S18,230.6,9.5,0.0025,charging,normal
4,S18,230.4,9.7,0.00313,charging,normal
5,S18,229.7,10.3,0.00378,charging,normal
6,S18,231.4,9.3,0.00438,charging,normal
7,S18,230.7,9.8,0.00501,charging,normal
8,S18,230.4,10.1,0.00565,charging,normal
9,S18,229.8,9.6,0.00627,charging,normal
10,S18,230.3,9.6,0.00688,charging,normal
11,S18,230.2,10.0,0.00752,charging,normal
12,S18,230.7,9.8,0.00815,charging,normal
13,S18,230.4,10.0,0.00879,charging,normal
14,S18,229.7,9.9,0.00942,charging,normal
15,S18,229.9,9.8,0.01005,charging,normal
16,S18,230.8,10.3,0.01071,charging,normal
17,S18,231.3,10.1,0.01136,charging,normal
18,S18,230.9,9.6,0.01197,charging,normal
19,S18,230.5,9.4,0.01257,charging,normal
20,S18,230.4,9.8,0.0132,charging,normal
21,S18,231.5,9.8,0.01383,charging,normal
22,S18,231.0,10.3,0.01449,charging,normal
23,S18,230.1,10.0,0.01513,charging,normal
24,S18,230.2,10.2,0.01578,charging,normal
25,S18,231.4,9.7,0.01641,charging,normal
26,S18,229.7,10.2,0.01706,charging,normal
27,S18,229.9,9.5,0.01766,charging,normal
28,S18,230.9,9.3,0.01826,charging,normal
29,S18,230.6,9.3,0.01886,finished,normal
0,S19,232.1,11.2,0.00072,charging,normal
1,S19,232.8,10.2,0.00138,charging,normal
2,S19,231.5,10.3,0.00204,charging,normal
3,S19,232.8,10.4,0.00272,charging,normal
4,S19,232.9,10.5,0.0034,charging,normal
5,S19,232.2,10.8,0.00409,charging,normal
6,S19,232.0,10.6,0.00478,charging,normal
7,S19,232.2,10.9,0.00548,charging,normal
8,S19,232.5,10.3,0.00614,charging,normal
9,S19,231.9,11.0,0.00685,charging,normal
10,S19,232.2,11.1,0.00757,charging,normal
11,S19,231.7,10.9,0.00827,charging,normal
12,S19,232.7,10.9,0.00897,charging,normal
13,S19,232.4,10.5,0.00965,charging,normal
14,S19,231.5,10.5,0.01033,charging,normal
15,S19,233.4,11.1,0.01105,charging,normal
16,S19,233.3,10.5,0.01173,charging,normal
17,S19,232.7,10.5,0.01241,charging,normal
18,S19,231.7,11.2,0.01313,charging,normal
19,S19,233.4,10.7,0.01382,charging,normal
20,S19,233.1,10.5,0.0145,charging,normal
21,S19,232.3,10.5,0.01518,charging,normal
22,S19,233.5,10.7,0.01587,charging,normal
23,S19,233.3,10.5,0.01655,charging,normal
24,S19,233.1,11.2,0.01728,charging,normal
25,S19,231.7,11.0,0.01799,charging,normal
26,S19,231.8,10.8,0.01868,charging,normal
27,S19,233.2,10.5,0.01936,charging,normal
28,S19,233.5,10.5,0.02004,charging,normal
29,S19,232.5,10.7,0.02073,finished,normal
0,S20,228.7,9.4,0.0006,charging,normal
1,S20,229.0,9.8,0.00122,charging,normal
2,S20,229.3,9.8,0.00184,charging,normal
3,S20,228.9,10.0,0.00248,charging,normal
4,S20,230.5,10.4,0.00315,charging,normal
5,S20,229.9,10.2,0.0038,charging,normal
6,S20,230.4,9.8,0.00443,charging,normal
